RateID,CountryID,CompanyID,CodeDeckId,Code,Description,updated_at,created_at,UpdatedBy,CreatedBy,Interval1,IntervalN
200,14,1,CustomerCodedeck,6138,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
201,14,1,CustomerCodedeck,6139,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
202,14,1,CustomerCodedeck,6186,Australia-Perth,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
203,14,1,CustomerCodedeck,61892,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
204,14,1,CustomerCodedeck,61893,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
205,14,1,CustomerCodedeck,61894,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
206,14,1,CustomerCodedeck,6128,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
207,14,1,CustomerCodedeck,6129,Australia-Fixed-Metro Cities,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
208,16,1,CustomerCodedeck,43,Austria-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
209,16,1,CustomerCodedeck,43664,Austria-Mobile-A1,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
210,16,1,CustomerCodedeck,43680,Austria-Mobile-A1,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
211,16,1,CustomerCodedeck,43688,Austria-Mobile-A1,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
212,16,1,CustomerCodedeck,43660,Austria-Mobile-H3G,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
213,16,1,CustomerCodedeck,4367833,Austria-Mobile-H3G,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
214,16,1,CustomerCodedeck,4367890,Austria-Mobile-H3G,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
215,16,1,CustomerCodedeck,4367891,Austria-Mobile-H3G,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
216,16,1,CustomerCodedeck,43681,Austria-Mobile-Orange,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
217,16,1,CustomerCodedeck,43699,Austria-Mobile-Orange,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
218,16,1,CustomerCodedeck,43644,Austria-Mobile-A1,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
219,16,1,CustomerCodedeck,43651,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
220,16,1,CustomerCodedeck,43652,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
221,16,1,CustomerCodedeck,43653,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
222,16,1,CustomerCodedeck,43655,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
223,16,1,CustomerCodedeck,43657,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
224,16,1,CustomerCodedeck,43659,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
225,16,1,CustomerCodedeck,43661,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
226,16,1,CustomerCodedeck,43663,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
227,16,1,CustomerCodedeck,43665,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
228,16,1,CustomerCodedeck,43666,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
229,16,1,CustomerCodedeck,43667,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
230,16,1,CustomerCodedeck,43668,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
231,16,1,CustomerCodedeck,43669,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
232,16,1,CustomerCodedeck,43678,Austria Cellular-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
233,16,1,CustomerCodedeck,4368,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
234,16,1,CustomerCodedeck,4369,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
235,16,1,CustomerCodedeck,43650,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
236,16,1,CustomerCodedeck,43676,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
237,16,1,CustomerCodedeck,43677,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
238,16,1,CustomerCodedeck,4386034,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
239,16,1,CustomerCodedeck,4386061,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
240,16,1,CustomerCodedeck,4386064,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
241,16,1,CustomerCodedeck,4386134,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
242,16,1,CustomerCodedeck,4386164,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
243,16,1,CustomerCodedeck,438703411,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
244,16,1,CustomerCodedeck,438706411,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
245,16,1,CustomerCodedeck,438713411,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
246,16,1,CustomerCodedeck,438716411,Austria-Mobile-T Mobile,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
247,16,1,CustomerCodedeck,4357,Austria-Fixed-Corporate,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
248,16,1,CustomerCodedeck,4359,Austria-Fixed-Corporate,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
249,16,1,CustomerCodedeck,43710,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
250,16,1,CustomerCodedeck,43711,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
251,16,1,CustomerCodedeck,43718,Austria-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
252,16,1,CustomerCodedeck,43720,Austria-Fixed-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
253,16,1,CustomerCodedeck,43730,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
254,16,1,CustomerCodedeck,43740,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
255,16,1,CustomerCodedeck,43780,Austria-Fixed-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
256,16,1,CustomerCodedeck,43800,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
257,16,1,CustomerCodedeck,43804,Austria-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
258,16,1,CustomerCodedeck,43810,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
259,16,1,CustomerCodedeck,43820,Austria-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
260,16,1,CustomerCodedeck,43821,Austria-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
261,16,1,CustomerCodedeck,43828,Austria-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
262,16,1,CustomerCodedeck,431,Austria-Fixed-Vienna,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
263,17,1,CustomerCodedeck,994,Azerbaijan-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
264,17,1,CustomerCodedeck,99444,Azerbaijan-Mobile-CDMA,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
265,17,1,CustomerCodedeck,99460,Azerbaijan-Mobile-Nakhtel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
266,17,1,CustomerCodedeck,99450,Azerbaijan-Mobile-AzerCell,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
267,17,1,CustomerCodedeck,99451,Azerbaijan-Mobile-AzerCell,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
268,17,1,CustomerCodedeck,99470,Azerbaijan-Mobile-Azerfon,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
269,17,1,CustomerCodedeck,99477,Azerbaijan-Mobile-Azerfon,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
270,17,1,CustomerCodedeck,99455,Azerbaijan-Mobile-Bakcell,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
271,17,1,CustomerCodedeck,99440,Azerbaijan-Mobile-Catel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
272,17,1,CustomerCodedeck,99412,Azerbaijan-Fixed-Baku,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
273,18,1,CustomerCodedeck,1242,Bahamas-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
274,18,1,CustomerCodedeck,1242357,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
275,18,1,CustomerCodedeck,1242359,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
276,18,1,CustomerCodedeck,1242375,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
277,18,1,CustomerCodedeck,1242376,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
278,18,1,CustomerCodedeck,1242395,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
279,18,1,CustomerCodedeck,1242422,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
280,18,1,CustomerCodedeck,1242423,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
281,18,1,CustomerCodedeck,1242424,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
282,18,1,CustomerCodedeck,1242425,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
283,18,1,CustomerCodedeck,1242426,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
284,18,1,CustomerCodedeck,1242427,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
285,18,1,CustomerCodedeck,1242428,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
286,18,1,CustomerCodedeck,1242429,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
287,18,1,CustomerCodedeck,1242431,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
288,18,1,CustomerCodedeck,1242432,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
289,18,1,CustomerCodedeck,1242433,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
290,18,1,CustomerCodedeck,1242434,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
291,18,1,CustomerCodedeck,1242436,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
292,18,1,CustomerCodedeck,1242439,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
293,18,1,CustomerCodedeck,1242441,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
294,18,1,CustomerCodedeck,1242442,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
295,18,1,CustomerCodedeck,1242443,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
296,18,1,CustomerCodedeck,1242445,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
297,18,1,CustomerCodedeck,1242446,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
298,18,1,CustomerCodedeck,1242447,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
299,18,1,CustomerCodedeck,1242448,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
300,18,1,CustomerCodedeck,1242449,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
301,18,1,CustomerCodedeck,1242451,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
302,18,1,CustomerCodedeck,1242452,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
303,18,1,CustomerCodedeck,1242453,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
304,18,1,CustomerCodedeck,1242454,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
305,18,1,CustomerCodedeck,1242455,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
306,18,1,CustomerCodedeck,1242456,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
307,18,1,CustomerCodedeck,1242457,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
308,18,1,CustomerCodedeck,1242458,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
309,18,1,CustomerCodedeck,1242462,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
310,18,1,CustomerCodedeck,1242463,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
311,18,1,CustomerCodedeck,1242464,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
312,18,1,CustomerCodedeck,1242465,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
313,18,1,CustomerCodedeck,1242466,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
314,18,1,CustomerCodedeck,1242467,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
315,18,1,CustomerCodedeck,1242468,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
316,18,1,CustomerCodedeck,1242470,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
317,18,1,CustomerCodedeck,1242471,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
318,18,1,CustomerCodedeck,1242472,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
319,18,1,CustomerCodedeck,1242473,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
320,18,1,CustomerCodedeck,1242474,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
321,18,1,CustomerCodedeck,1242475,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
322,18,1,CustomerCodedeck,1242476,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
323,18,1,CustomerCodedeck,1242477,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
324,18,1,CustomerCodedeck,1242478,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
325,18,1,CustomerCodedeck,1242479,Bahamas Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
326,18,1,CustomerCodedeck,1242481,Bahamas-Fixed-MSRN,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
327,18,1,CustomerCodedeck,1242524,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
328,18,1,CustomerCodedeck,1242525,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
329,18,1,CustomerCodedeck,1242533,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
330,18,1,CustomerCodedeck,1242535,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
331,18,1,CustomerCodedeck,1242544,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
332,18,1,CustomerCodedeck,1242551,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
333,18,1,CustomerCodedeck,1242552,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
334,18,1,CustomerCodedeck,1242553,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
335,18,1,CustomerCodedeck,1242554,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
336,18,1,CustomerCodedeck,1242556,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
337,18,1,CustomerCodedeck,1242557,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
338,18,1,CustomerCodedeck,1242558,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
339,18,1,CustomerCodedeck,1242559,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
340,18,1,CustomerCodedeck,1242565,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
341,18,1,CustomerCodedeck,1242577,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
342,18,1,CustomerCodedeck,1242636,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
343,18,1,CustomerCodedeck,1242646,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
344,18,1,CustomerCodedeck,1242727,Bahamas-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
345,19,1,CustomerCodedeck,973,Bahrain-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
346,19,1,CustomerCodedeck,9733,Bahrain Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
347,19,1,CustomerCodedeck,9737,Bahrain Cellular,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
348,19,1,CustomerCodedeck,973383,Bahrain-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
349,19,1,CustomerCodedeck,973384,Bahrain-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
350,19,1,CustomerCodedeck,973385,Bahrain-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
351,19,1,CustomerCodedeck,973388,Bahrain-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
352,19,1,CustomerCodedeck,97339,Bahrain-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
353,19,1,CustomerCodedeck,97336,Bahrain-Mobile-MTC,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
354,19,1,CustomerCodedeck,973377,Bahrain-Mobile-MTC,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
355,19,1,CustomerCodedeck,973663,Bahrain-Mobile-MTC,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
356,19,1,CustomerCodedeck,973666,Bahrain-Mobile-MTC,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
357,19,1,CustomerCodedeck,9738,Bahrain-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
358,19,1,CustomerCodedeck,9739,Bahrain-Premium,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
359,19,1,CustomerCodedeck,973136,Bahrain-Zain Wimax,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
360,20,1,CustomerCodedeck,880,Bangladesh-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
361,20,1,CustomerCodedeck,8801,Bangladesh-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
362,20,1,CustomerCodedeck,88018,Bangladesh Cellular-Aktel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
363,20,1,CustomerCodedeck,88011,Bangladesh Cellular-City,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
364,20,1,CustomerCodedeck,88017,Bangladesh Cellular-Grameen,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
365,20,1,CustomerCodedeck,88019,Bangladesh Cellular-Sheba,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
366,20,1,CustomerCodedeck,88031,BANGLADESH FIXED CHITTAGONG,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
367,20,1,CustomerCodedeck,8802,BANGLADESH FIXED DHAKA,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
368,20,1,CustomerCodedeck,880821,BANGLADESH FIXED SYLHET,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
369,21,1,CustomerCodedeck,1246,Barbados-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
370,21,1,CustomerCodedeck,124623,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
371,21,1,CustomerCodedeck,124624,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
372,21,1,CustomerCodedeck,1246250,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
373,21,1,CustomerCodedeck,1246251,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
374,21,1,CustomerCodedeck,1246252,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
375,21,1,CustomerCodedeck,1246253,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
376,21,1,CustomerCodedeck,1246254,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
377,21,1,CustomerCodedeck,1246255,Barbados-Mobile-CW,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
378,21,1,CustomerCodedeck,1246256,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
379,21,1,CustomerCodedeck,1246257,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
380,21,1,CustomerCodedeck,1246258,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
381,21,1,CustomerCodedeck,1246259,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
382,21,1,CustomerCodedeck,124626,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
383,21,1,CustomerCodedeck,124682,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
384,21,1,CustomerCodedeck,124683,Barbados-Mobile-Digicel,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
385,22,1,CustomerCodedeck,375,Belarus-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
386,22,1,CustomerCodedeck,37525,Belarus-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
387,22,1,CustomerCodedeck,37529,Belarus-Mobile-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
388,22,1,CustomerCodedeck,37533,Belarus-Mobile-MTS,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
389,22,1,CustomerCodedeck,375292,Belarus-Mobile-MTS,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
390,22,1,CustomerCodedeck,375295,Belarus-Mobile-MTS,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
391,22,1,CustomerCodedeck,375297,Belarus-Mobile-MTS,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
392,22,1,CustomerCodedeck,375298,Belarus-Mobile-MTS,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
393,22,1,CustomerCodedeck,375291,Belarus-Mobile-Velcom,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
394,22,1,CustomerCodedeck,375293,Belarus-Mobile-Velcom,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
395,22,1,CustomerCodedeck,375296,Belarus-Mobile-Velcom,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
396,22,1,CustomerCodedeck,375299,Belarus-Mobile-Velcom,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
397,22,1,CustomerCodedeck,37544,Belarus-Mobile-Velcom,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
398,22,1,CustomerCodedeck,37517,Belarus-Fixed-Minsk,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
399,23,1,CustomerCodedeck,32,Belgium-Fixed-Others,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
400,23,1,CustomerCodedeck,3248,BELGIUM MOBILE BASE,NULL,"'convert(varchar,GETDATE(),120)'",NULL,NULL,1,1
